Country Code,Variable code,Variable description,Units
LTU,EE,"Dependent employment, total economy",Persons
LTU,EG,General government employment,Persons
LTU,EQPF,"Adjustment for the change in net equity of households in pension fund reserves, value",National currency
LTU,ES,Total self-employed,Persons
LTU,ET,Total employment,Persons
LTU,ET_NA,"Total employment, National Accounts basis",Persons
LTU,EXCH,"Exchange rate, USD per National currency",Level
LTU,EXCHEB,"Nominal effective exchange rate, chain-linked, overall weights",Level
LTU,EXCHUD,"Exchange rate, National currency per USD",Level
LTU,FBGS,"Net exports of goods and services, value, National Accounts basis",National currency
LTU,FBGSD,"Net exports of goods and services, value, National Accounts basis, USD",USD
LTU,FBGSQ,"Net exports of goods and services, as a % of GDP, national accounts basis",Ratio
LTU,FDD,"Final domestic expenditure, value",National currency
LTU,FDDV,"Final domestic expenditure, volume",National currency
LTU,GDP,"Gross domestic product, value, market prices",National currency
LTU,GDP_USD,"Gross domestic product, US $, current prices, constant exchange rates, EO base year",USD
LTU,GDPV,"Gross domestic product, volume, market prices",National currency
LTU,GDPV_USD,"Gross domestic product, US $, volume, constant exchange rates, EO base year",USD
LTU,GDPVD,"Gross domestic product, volume, at 2005 PPP, USD",USD
LTU,GFAR,"General government gross financial assets, as a percentage of GDP",Per cent
LTU,GGFL,"General government gross financial liabilities, value",National currency
LTU,GGFLM,"Gross public debt, Maastricht criterion, value",National currency
LTU,GGFLMQ,"Gross public debt, Maastricht criterion, as a percentage of GDP",Per cent
LTU,GGFLQ,"General government gross financial liabilities, as a percentage of GDP",Per cent
LTU,GGINTP,"Gross government interest payments, value",National currency
LTU,GGINTR,"Gross government interest receipts, value",National currency
LTU,GNFL,"General government net financial liabilities, value",National currency
LTU,GNFLQ,"General government net financial liabilities, as a percentage of GDP",Per cent
LTU,GNINTP,"Net government interest payments, value",National currency
LTU,GNINTQ,"Net government interest payments, as a percentage of GDP",Per cent
LTU,HRS,"Hours worked per employee, total economy",Hours
LTU,IBGV,"Private non-residential and government fixed capital formation, volume",National currency
LTU,IGAA,"Government fixed capital formation, value, appropriation account",National currency
LTU,IHV,"Gross fixed capital formation, housing, volume",National currency
LTU,IRL,Long-term interest rate on government bonds,Per cent
LTU,IRS,Short-term interest rate,Per cent
LTU,IT,"Gross fixed capital formation, total, value",National currency
LTU,ITISK,"Gross capital formation, current prices",National currency
LTU,ITISKV,"Gross capital formation, total, volume",National currency
LTU,ITV,"Gross fixed capital formation, total, volume",National currency
LTU,LF,Labour force,Persons
LTU,MGS,"Imports of goods and services, value, National Accounts basis",National currency
LTU,MGSD,"Imports of goods and services, value, National Accounts basis, USD",USD
LTU,MGSV,"Imports of goods and services, volume, National Accounts basis",National currency
LTU,MGSVD,"Imports of goods and services, volume, USD, 2005 prices",USD
LTU,MPEN,"Import penetration, goods and services",Ratio
LTU,NLG,"Government net lending, value",National currency
LTU,NLGQ,"Government net lending, as a percentage of GDP",Per cent
LTU,NLGX,"Government primary balance, value",National currency
LTU,NLGXQ,"Government primary balance, as a percentage of GDP",Per cent
LTU,NTR,"Secondary income, net,  balance of payments basis",National currency
LTU,NTRD,"Secondary income, net, value, balance of payments basis, USD",USD
LTU,NTRQ,"Net secondary income, as a % of GDP, balance of payments basis",Ratio
LTU,PCG,"Government final consumption expenditure, deflator",Index
LTU,PCOREH,"Core inflation index, harmonised",Index
LTU,PCP,"Private final consumption expenditure, deflator",Index
LTU,PDTY,Labour productivity of the total economy,Index
LTU,PFDD,"Final domestic expenditure, deflator",Index
LTU,PGDP,"Gross domestic product, deflator, market prices",Index
LTU,PIT,"Gross total fixed capital formation, deflator",Index
LTU,PITISK,"Gross capital formation, deflator",Index
LTU,PMGS,"Imports of goods and services, deflator, National Accounts basis",Index
LTU,PMGSX,Price of non- commodity imports of goods and services,Index
LTU,PMNW,Price of commodity imports,Index
LTU,PMSH,Shadow price of goods and services imports,Index
LTU,PMSHX,Shadow price of non- commodity goods and services imports,Index
LTU,POP,Total Population,Persons
LTU,PPP,"Purchasing power parity, National currency per USD",Level
LTU,PTDD,"Total domestic expenditure, deflator",Index
LTU,PXC,Competitors' price of goods and services exports,Index
LTU,PXCX,Competitors' price of non- commodity goods and services exports,Index
LTU,PXGS,"Exports of goods and services, deflator, National Accounts basis",Index
LTU,PXGSX,Price of non- commodity exports of goods and services,Index
LTU,PXNW,Price of commodity exports,Index
LTU,RPMGS,Relative price of imported goods and services,Index
LTU,RPXGS,Relative price of exported goods and services,Index
LTU,SAVG,"Government saving (net ), value",National currency
LTU,SAVH,"Net household saving, value",National currency
LTU,SHTGSVD,Share of country's trade expressed in USD volume (2005 prices) in the world trade,Per Cent
LTU,SRATIO,Household and non-profit institutions serving households net saving ratio,Per cent
LTU,SSPG,"Social security benefits paid by general government, value",National currency
LTU,SSRG,"Social security contribution received by general government, value",National currency
LTU,TAXQ,"Taxes and social security contributions, as a percentage of GDP",Per cent
LTU,TDDV,"Total domestic expenditure, volume",National currency
LTU,TEV,"Total expenditure, volume",National currency
LTU,TGSVD,"Goods and services trade volume, USD, 2005 prices",USD
LTU,TIND,"Taxes on production and imports, value",National currency
LTU,TKPG,"Capital Transfers paid and other capital payments, value",National currency
LTU,TKTRG,"Capital tax and transfers receipts, value",National currency
LTU,TOCR,"Other current receipts, general government, value",National currency
LTU,TRPESH,Employees and self-employed contribution to social security,National currency
LTU,TRPTSH,Total employers social contributions,National currency
LTU,TY,"Total direct taxes, value",National currency
LTU,TYB,"Direct taxes on business, value",National currency
LTU,TYH,"Direct taxes on households, value",National currency
LTU,ULC,Unit labour cost in total economy,Index
LTU,ULCDR,"Competitiveness indicator, relative unit labour costs, overall economy",Index
LTU,UN,"Unemployment, level",Persons
LTU,UNR,Unemployment rate,Per cent
LTU,WAGE,"Wages, value",National currency
LTU,WRT,"Wage rate, total economy",National currency
LTU,WSSH,Compensation of employees received by households,National currency
LTU,WSSS,"Compensation of employees, value",National currency
LTU,WSST,"Compensation rate, total economy",National currency
LTU,XGS,"Exports of goods and services, value, National Accounts basis",National currency
LTU,XGSD,"Exports of goods and services, value, National Accounts basis, USD",USD
LTU,XGSV,"Exports of goods and services, volume, National Accounts basis",National currency
LTU,XGSVD,"Exports of goods and services, volume, USD, 2005 prices",USD
LTU,XMKT,"Export market for goods and services, volume, USD, 2005 prices",USD
LTU,XPERF,"Export performance for goods and services, volume",ratio
LTU,YDH,"Net household disposable income, value",National currency
LTU,YDRH,"Net household disposable income, real",National currency
LTU,YPEPG,"Property income paid by government, value",National currency
LTU,YPEPGX,"Property income paid by government, excluding interest payments, value",National currency
LTU,YPERG,"Property income received by government, value",National currency
LTU,YPERGX,"Property income received by government, excluding interest receipts, value",National currency
LTU,YPG,"Current disbursements, general government, value",National currency
LTU,YPGQ,"Current disbursements, general government, as a percentage of GDP",Per cent
LTU,YPGT,"Total disbursements, general government, value",National currency
LTU,YPGTQ,"Total disbursements, general government, as a percentage of GDP",Per cent
LTU,YPGX,"Current disbursements excluding gross interest payments, general government, value",National currency
LTU,YPOTG,"Other current outlays, general government, value",National currency
LTU,YPOTH,"Other current income payable by households, value",National currency
LTU,YRG,"Current receipts, general government value",National currency
LTU,YRGQ,"Government current receipts, as a percentage of GDP",Per cent
LTU,YRGT,"Total receipts, general government, value",National currency
LTU,YRGTQ,"Total receipts general government, as a percentage of GDP",Per cent
LTU,YRGX,"Current receipts excluding gross interest receipts, general government, value",National currency
LTU,YRH,"Net current receipts of households, value",National currency
LTU,YROTH,"Other current income receivable by households, value",National currency
LUX,BSII,"Balance of primary income, value, balance of payments basis",National currency
LUX,BSIID,"Balance of primary income, value in USD, balance of payments basis",USD
LUX,BSIIQ,"Balance of primary income,  as a % of GDP, balance of payments basis",Ratio
LUX,CAPOG,"Net capital outlays of the government, value",National currency
LUX,CB,"Current account balance, value",National currency
LUX,CBD,"Current account balance, value in USD",USD
LUX,CBGDPR,"Current account balance, as a percentage of GDP",Per cent
LUX,CBR,"Current account balance, residual item",National currency
LUX,CBRD,"Current account balance, residual item, USD",USD
LUX,CFKG,"Government consumption of fixed capital, value",National currency
LUX,CG,"Government final consumption expenditure, value, GDP expenditure approach",National currency
LUX,CGAA,"Government final consumption expenditure, value, appropriation account",National currency
